block_id,osm_id,amenity,cluster1,cluster2,Longitude,Latitude
22034,1609599962,bar,,2.0,-122.41892788295912,37.758950595506334
22034,5998503286,restaurant,,2.0,-122.41955448295909,37.75852179550637
22131,2069126194,bank,,2.0,-122.4190593829591,37.75689739550649
22131,2069126213,post_box,,2.0,-122.41872638295918,37.75713179550648
22131,2338837948,restaurant,,2.0,-122.41913698295916,37.75641999550652
22131,4467802664,bar,,2.0,-122.41847558295918,37.756125395506565
22131,4533350891,restaurant,,2.0,-122.41913078295912,37.75665549550652
22231,420515721,bank,,2.0,-122.4185427829592,37.7555825955066
22231,1775084817,place_of_worship,,2.0,-122.41737078295937,37.7556447955066
22231,1839527429,bar,,2.0,-122.41942648295908,37.75527499550663
22231,2069126134,post_box,,2.0,-122.41855478295918,37.75551879550661
22231,3284402051,bar,,2.0,-122.41674538295943,37.75569139550662
22231,4548821688,atm,,2.0,-122.41854258295922,37.75534879550662
22231,4548821700,bar,,2.0,-122.4186104829592,37.75600759550656
22231,4937360419,bar,,2.0,-122.41754708295932,37.75541529550661
22233,2069159603,restaurant,,2.0,-122.42079448295888,37.75520759550661
22233,3202518738,restaurant,,2.0,-122.42069508295891,37.755226295506624
22233,3443701422,bicycle_repair_station,,2.0,-122.42088378295888,37.75592159550658
22233,3740699568,restaurant,,2.0,-122.42103848295886,37.75446239550669
22233,3740699571,restaurant,,2.0,-122.42106798295885,37.75463049550667
22233,3740699576,restaurant,,2.0,-122.42108038295882,37.75473899550666
22233,3740699577,restaurant,,2.0,-122.42108168295889,37.75476049550666
22233,3740701751,theatre,,2.0,-122.42116618295884,37.75572219550658
22233,5274208225,fast_food,,2.0,-122.42036088295896,37.75522479550663
22233,5419596619,bicycle_parking,,2.0,-122.4214619829588,37.75532629550663
22325,6273113453,bicycle_rental,,2.0,-122.4041626829612,37.75451149550669
22332,774058148,pub,,2.0,-122.4184345829592,37.7542145955067
22332,774058165,restaurant,,2.0,-122.41833258295922,37.7531626955068
22332,1193723903,pharmacy,,2.0,-122.41878878295915,37.75395789550672
22332,1974587340,post_box,,2.0,-122.4183629829592,37.753787795506746
22332,3279555013,car_sharing,,2.0,-122.41759948295932,37.75404599550673
22332,4548821702,bank,,2.0,-122.41835068295924,37.753698395506746
22332,4548821703,restaurant,,2.0,-122.41841058295924,37.75349169550675
22332,4548821889,atm,,2.0,-122.4184244829592,37.75356769550677
22332,4548821890,dentist,,2.0,-122.41843158295924,37.75344549550675
22332,4548821891,restaurant,,2.0,-122.41836978295922,37.752894095506825
22332,5998482888,restaurant,,2.0,-122.41873748295916,37.75370579550674
22334,1193723955,post_box,,2.0,-122.4205896829589,37.75366109550674
22334,1193723957,restaurant,,2.0,-122.4206349829589,37.753839195506735
22334,3184077145,place_of_worship,,2.0,-122.42094648295884,37.75325179550679
22334,3279555020,car_sharing,,2.0,-122.4215860829588,37.75377729550674
